maxtempC,mintempC,tstest,c.0..0..c.,,,,,,,,
27,26,33,32.9,,,,,,,,
27,25,33,32.9,,,,,,,,
28,26,33,32.9,,,,,,,,
28,26,33,32.9,,,,,,,,
28,26,33,32.9,,,,,,,,
28,26,33,32.9,,,,,,,,
28,26,33,32.9,,,,,,,,
28,26,32,32.9,,,,,,,,
28,25,31,32.2,,,,,,,,
26,25,33,31.2,,,,,,,,
27,25,33,32.4,,,,,,,,
28,25,33,32.9,,,,,,,,
29,25,33,32.9,,,,,,,,
29,25,33,32.9,,,,,,,,
29,24,33,32.9,,,,,,,,
29,24,33,32.9,,,,,,,,
29,25,33,32.9,,,,,,,,
29,25,33,32.9,,,,,,,,
29,25,33,32.9,,,,,,,,
29,25,32,32.9,,,,,,,,
30,25,32,32.2,,,,,,,,
29,25,32,31.9,,,,,,,,
29,25,32,32,,,,,,,,
29,24,32,31.9,,,,,,,,
29,24,32,32,,,,,,,,
31,24,31,31.9,,,,,,,,
31,25,30,31.3,,,,,,,,
31,25,31,30.3,,,,,,,,
32,26,31,30.7,,,,,,,,
29,26,31,31,,,,,,,,
32,26,31,31,,,,,,,,
33,26,31,31,,,,,,,,
33,25,30,31,,,,,,,,
33,24,30,30.3,,,,,,,,
33,25,29,30,,,,,,,,
32,26,29,29.3,,,,,,,,
33,26,29,29.1,,,,,,,,
32,25,29,29.1,,,,,,,,
33,25,30,29.1,,,,,,,,
33,24,30,29.8,,,,,,,,
32,24,30,30,,,,,,,,
31,24,29,30,,,,,,,,
30,25,29,29.3,,,,,,,,
30,24,29,29.1,,,,,,,,
31,24,29,29.1,,,,,,,,
31,24,30,29.1,,,,,,,,
30,25,30,29.8,,,,,,,,
31,25,30,30,,,,,,,,
31,26,31,30,,,,,,,,
32,26,30,30.7,,,,,,,,
31,25,28,30.3,,,,,,,,
31,25,28,28.6,,,,,,,,
30,25,28,28.1,,,,,,,,
30,25,29,28.1,,,,,,,,
31,25,29,28.8,,,,,,,,
30,24,29,29.1,,,,,,,,
30,24,31,29.1,,,,,,,,
32,24,31,30.5,,,,,,,,
31,24,31,31,,,,,,,,
32,23,32,31,,,,,,,,
32,24,30,31.7,,,,,,,,
33,24,29,30.6,,,,,,,,
32,24,32,29.3,,,,,,,,
32,22,31,31.2,,,,,,,,
32,22,30,31.3,,,,,,,,
32,24,31,30.3,,,,,,,,
32,26,30,30.7,,,,,,,,
32,26,29,30.3,,,,,,,,
31,25,29,29.3,,,,,,,,
30,24,32,29.1,,,,,,,,
28,24,32,31.2,,,,,,,,
31,25,31,32,,,,,,,,
31,25,31,31.2,,,,,,,,
31,25,31,31,,,,,,,,
31,25,33,31,,,,,,,,
30,25,32,32.4,,,,,,,,
28,25,29,32.2,,,,,,,,
32,25,28,29.9,,,,,,,,
32,25,26,28.4,,,,,,,,
32,24,27,26.7,,,,,,,,
31,25,27,26.9,,,,,,,,
32,25,28,27.2,,,,,,,,
31,26,28,27.8,,,,,,,,
31,25,29,28.1,,,,,,,,
28,25,30,28.8,,,,,,,,
30,24,31,29.8,,,,,,,,
30,25,28,30.7,,,,,,,,
30,24,28,28.9,,,,,,,,
31,24,28,28.1,,,,,,,,
31,24,31,28.1,,,,,,,,
32,24,30,30.2,,,,,,,,
32,23,31,30.3,,,,,,,,
32,24,28,30.7,,,,,,,,
32,24,26,28.9,,,,,,,,
31,24,25,26.7,,,,,,,,
32,24,27,25.6,,,,,,,,
32,24,31,26.6,,,,,,,,
32,24,32,30,,,,,,,,
31,22,32,31.6,,,,,,,,
30,21,30,32,,,,,,,,
30,21,29,30.5,,,,,,,,
29,21,29,29.4,,,,,,,,
28,21,29,29,,,,,,,,
27,19,29,29.1,,,,,,,,
25,18,29,29,,,,,,,,
27,18,30,29.1,,,,,,,,
29,18,31,29.7,,,,,,,,
31,21,28,30.8,,,,,,,,
30,21,30,28.8,,,,,,,,
30,20,32,29.6,,,,,,,,
31,20,30,31.4,,,,,,,,
31,19,30,30.6,,,,,,,,
30,18,29,30,,,,,,,,
30,20,28,29.4,,,,,,,,
29,19,29,28.3,,,,,,,,
28,17,30,28.9,,,,,,,,
29,17,31,29.7,,,,,,,,
29,19,29,30.8,,,,,,,,
29,19,28,29.5,,,,,,,,
29,20,29,28.4,,,,,,,,
29,21,28,28.8,,,,,,,,
29,21,29,28.4,,,,,,,,
28,20,30,28.8,,,,,,,,
27,21,30,29.8,,,,,,,,
28,18,31,30,,,,,,,,
29,20,29,30.8,,,,,,,,
30,21,29,29.5,,,,,,,,
31,23,29,29.1,,,,,,,,
31,22,28,29,,,,,,,,
30,22,31,28.4,,,,,,,,
31,20,31,30.2,,,,,,,,
29,17,31,31,,,,,,,,
31,18,32,30.9,,,,,,,,
31,20,32,31.7,,,,,,,,
30,19,30,31.9,,,,,,,,
30,18,29,30.6,,,,,,,,
30,18,30,29.3,,,,,,,,
30,18,32,29.8,,,,,,,,
29,19,34,31.4,,,,,,,,
29,17,34,33.4,,,,,,,,
30,18,35,33.8,,,,,,,,
30,18,33,34.6,,,,,,,,
30,18,32,33.4,,,,,,,,
31,19,34,32.2,,,,,,,,
31,19,33,33.3,,,,,,,,
31,18,32,33.2,,,,,,,,
31,18,31,32.2,,,,,,,,
30,19,32,31.3,,,,,,,,
30,19,33,31.6,,,,,,,,
30,19,32,32.7,,,,,,,,
30,20,31,32.2,,,,,,,,
30,19,31,31.3,,,,,,,,
29,18,32,30.9,,,,,,,,
30,18,33,31.7,,,,,,,,
30,19,31,32.6,,,,,,,,
31,20,32,31.6,,,,,,,,
32,20,32,31.6,,,,,,,,
32,22,33,32,,,,,,,,
32,22,34,32.6,,,,,,,,
32,21,33,33.7,,,,,,,,
31,21,33,33.1,,,,,,,,
30,21,31,32.9,,,,,,,,
30,19,31,31.5,,,,,,,,
30,19,31,31,,,,,,,,
31,19,33,31,,,,,,,,
32,21,33,32.4,,,,,,,,
31,20,33,32.9,,,,,,,,
30,20,33,32.9,,,,,,,,
30,20,34,32.9,,,,,,,,
28,20,32,33.6,,,,,,,,
27,20,32,32.4,,,,,,,,
28,19,35,32,,,,,,,,
29,19,36,34,,,,,,,,
30,20,35,35.5,,,,,,,,
29,20,34,35.1,,,,,,,,
31,19,33,34.1,,,,,,,,
32,21,33,33.1,,,,,,,,
31,23,31,32.9,,,,,,,,
30,20,30,31.5,,,,,,,,
30,20,31,30.3,,,,,,,,
32,19,31,30.7,,,,,,,,
32,23,31,31,,,,,,,,
33,24,31,31,,,,,,,,
33,23,31,31,,,,,,,,
33,22,31,31,,,,,,,,
31,24,32,31,,,,,,,,
31,23,32,31.7,,,,,,,,
31,23,32,32,,,,,,,,
31,23,32,31.9,,,,,,,,
35,25,32,32,,,,,,,,
36,25,32,31.9,,,,,,,,
32,23,32,32,,,,,,,,
32,21,32,31.9,,,,,,,,
33,21,34,31.9,,,,,,,,
34,22,34,33.3,,,,,,,,
34,24,35,33.9,,,,,,,,
35,22,34,34.5,,,,,,,,
35,23,32,34.1,,,,,,,,
37,24,32,32.5,,,,,,,,
36,24,32,32,,,,,,,,
34,21,32,31.9,,,,,,,,
32,21,32,32,,,,,,,,
32,21,32,31.9,,,,,,,,
31,21,32,31.9,,,,,,,,
31,21,32,31.9,,,,,,,,
31,20,32,31.9,,,,,,,,
31,22,33,31.9,,,,,,,,
31,21,31,32.6,,,,,,,,
33,22,31,31.5,,,,,,,,
36,23,31,31,,,,,,,,
34,23,31,31,,,,,,,,
34,23,32,31,,,,,,,,
34,23,32,31.7,,,,,,,,
34,23,32,31.9,,,,,,,,
31,22,32,32,,,,,,,,
31,21,32,31.9,,,,,,,,
30,22,32,32,,,,,,,,
32,21,32,31.9,,,,,,,,
32,21,32,32,,,,,,,,
33,23,31,31.9,,,,,,,,
32,23,30,31.3,,,,,,,,
33,23,31,30.3,,,,,,,,
33,24,31,30.7,,,,,,,,
34,23,30,31,,,,,,,,
34,23,30,30.3,,,,,,,,
33,24,30,30,,,,,,,,
34,24,31,30,,,,,,,,
33,24,31,30.7,,,,,,,,
31,24,31,31,,,,,,,,
32,24,30,31,,,,,,,,
33,25,30,30.3,,,,,,,,
32,24,31,30,,,,,,,,
32,25,31,30.8,,,,,,,,
32,24,31,31,,,,,,,,
32,23,29,31,,,,,,,,
33,24,28,29.6,,,,,,,,
33,23,29,28.4,,,,,,,,
32,24,29,28.8,,,,,,,,
33,24,29,29.1,,,,,,,,
34,24,29,29,,,,,,,,
33,24,30,29.1,,,,,,,,
34,25,29,29.7,,,,,,,,
33,26,29,29.4,,,,,,,,
35,26,29,29,,,,,,,,
34,26,29,29.1,,,,,,,,
32,26,29,29,,,,,,,,
32,25,29,29.1,,,,,,,,
32,25,29,29,,,,,,,,
32,25,29,29.1,,,,,,,,
32,24,29,29,,,,,,,,
31,24,30,29.1,,,,,,,,
31,27,29,29.7,,,,,,,,
32,26,29,29.4,,,,,,,,
32,26,30,29,,,,,,,,
32,26,30,29.8,,,,,,,,
31,25,30,30,,,,,,,,
32,26,30,30.1,,,,,,,,
33,26,31,30,,,,,,,,
33,26,31,30.8,,,,,,,,
33,27,30,31,,,,,,,,
33,28,29,30.3,,,,,,,,
34,27,29,29.3,,,,,,,,
32,28,29,29.1,,,,,,,,
32,27,28,29,,,,,,,,
32,28,29,28.4,,,,,,,,
32,29,29,28.8,,,,,,,,
33,29,28,29.1,,,,,,,,
33,28,28,28.3,,,,,,,,
33,28,28,28.2,,,,,,,,
33,28,29,28.1,,,,,,,,
34,28,28,28.9,,,,,,,,
33,28,27,28.3,,,,,,,,
32,28,28,27.5,,,,,,,,
32,28,29,27.8,,,,,,,,
33,29,29,28.9,,,,,,,,
33,29,29,29,,,,,,,,
33,29,28,29.1,,,,,,,,
35,28,29,28.3,,,,,,,,
33,27,29,28.8,,,,,,,,
33,27,29,29,,,,,,,,
31,28,29,29.1,,,,,,,,
32,27,29,29,,,,,,,,
33,28,29,29.1,,,,,,,,
29,27,29,29,,,,,,,,
28,27,29,29.1,,,,,,,,
28,27,30,29,,,,,,,,
31,27,29,29.8,,,,,,,,
31,27,29,29.3,,,,,,,,
31,27,29,29.1,,,,,,,,
30,27,29,29.1,,,,,,,,
29,27,28,29.1,,,,,,,,
29,27,28,28.4,,,,,,,,
30,28,28,28.1,,,,,,,,
30,27,29,28.1,,,,,,,,
30,28,28,28.8,,,,,,,,
29,27,28,28.4,,,,,,,,
29,27,29,28.1,,,,,,,,
30,27,29,28.8,,,,,,,,
30,27,29,29.1,,,,,,,,
29,27,29,29.1,,,,,,,,
28,27,29,29.1,,,,,,,,
29,27,28,29.1,,,,,,,,
28,27,29,28.4,,,,,,,,
28,27,29,28.8,,,,,,,,
30,27,29,29.1,,,,,,,,
30,27,29,29.1,,,,,,,,
30,27,28,29.1,,,,,,,,
30,26,29,28.4,,,,,,,,
31,26,29,28.8,,,,,,,,
31,26,29,29.1,,,,,,,,
30,26,29,29.1,,,,,,,,
30,26,30,29.1,,,,,,,,
28,26,29,29.8,,,,,,,,
28,26,29,29.3,,,,,,,,
29,26,28,29.1,,,,,,,,
28,26,28,28.4,,,,,,,,
28,26,29,28.1,,,,,,,,
27,26,29,28.8,,,,,,,,
27,26,30,29.1,,,,,,,,
29,26,31,29.8,,,,,,,,
29,26,30,30.7,,,,,,,,
27,27,31,30.3,,,,,,,,
28,26,31,30.7,,,,,,,,
27,26,31,31,,,,,,,,
28,27,32,31,,,,,,,,
28,27,32,31.7,,,,,,,,
29,26,32,31.9,,,,,,,,
28,26,32,32,,,,,,,,
29,26,32,31.9,,,,,,,,
30,26,33,32,,,,,,,,
30,26,33,32.6,,,,,,,,
29,26,34,32.9,,,,,,,,
29,26,34,33.6,,,,,,,,
29,26,33,33.9,,,,,,,,
29,26,31,33.1,,,,,,,,
27,25,28,31.5,,,,,,,,
28,26,25,28.9,,,,,,,,
27,26,28,26,,,,,,,,
27,26,29,27.3,,,,,,,,
27,26,28,28.9,,,,,,,,
28,26,27,28.3,,,,,,,,
28,26,30,27.5,,,,,,,,
28,27,30,29.2,,,,,,,,
28,26,30,30.1,,,,,,,,
28,26,30,30,,,,,,,,
28,26,32,30.1,,,,,,,,
28,26,32,31.4,,,,,,,,
28,26,31,32,,,,,,,,
28,26,29,31.2,,,,,,,,
27,26,29,29.6,,,,,,,,
28,26,30,29,,,,,,,,
28,26,30,29.8,,,,,,,,
29,26,30,30,,,,,,,,
29,26,29,30.1,,,,,,,,
29,25,28,29.3,,,,,,,,
29,25,28,28.4,,,,,,,,
29,26,29,28.1,,,,,,,,
30,25,32,28.9,,,,,,,,
30,26,30,31.1,,,,,,,,
26,25,30,30.6,,,,,,,,
27,25,31,30,,,,,,,,
28,25,31,30.8,,,,,,,,
26,25,30,30.9,,,,,,,,
26,25,30,30.4,,,,,,,,
27,26,31,30,,,,,,,,
28,26,33,30.8,,,,,,,,
29,25,32,32.3,,,,,,,,
29,26,31,32.3,,,,,,,,
28,26,33,31.2,,,,,,,,
27,26,31,32.5,,,,,,,,
28,26,32,31.4,,,,,,,,
28,26,33,31.8,,,,,,,,
28,26,34,32.6,,,,,,,,
28,26,33,33.7,,,,,,,,
29,26,33,33.1,,,,,,,,
29,26,32,33,,,,,,,,
28,26,32,32.1,,,,,,,,
28,25,31,32,,,,,,,,
28,25,32,31.2,,,,,,,,
29,24,31,31.7,,,,,,,,
29,24,31,31.2,,,,,,,,
29,25,30,31,,,,,,,,
29,25,30,30.2,,,,,,,,
29,25,31,30.1,,,,,,,,
29,25,30,30.7,,,,,,,,
29,25,31,30.3,,,,,,,,
29,25,31,30.7,,,,,,,,
27,24,30,31,,,,,,,,
29,25,29,30.2,,,,,,,,
29,24,29,29.4,,,,,,,,
29,24,28,29,,,,,,,,
29,25,30,28.4,,,,,temperature readings,forecast values,,
30,24,29,29.5,,,,,30,30,,29.563477
31,23,28,29.4,,,,,29,30,,29.98286663
31,24,29,28.3,,,,,27,29,,29.37997425
31,24,30,28.9,,,,,27,28,,27.62960593
30,24,30,29.7,,,,,26,27,,27.20021436
31,25,31,30.1,,,,,26,26,,26.41904421
29,25,30,30.7,,,,,26,26,,26.23815959
29,24,30,30.3,,,,,25,26,,26.16325853
29,24,30,30,,,,7 degree jump cannot be predicted,32,26,,25.53929981
31,24,29,30.1,,,,,29,30,,30.08440315
32,25,28,29.3,,,,,28,30,,29.91193321
32,25,28,28.4,,,,,27,28,,28.30941519
32,26,30,28.1,,,,,26,27,,27.48122571
33,26,30,29.6,,,,,30,29,,26.39507954
34,25,29,30,,,,,30,29,,29.05106052
34,26,27,29.4,,,,,31,30,,29.98021028
32,26,27,27.6,,,,5 degree drop,26,31,,30.77691517
33,26,26,27.2,,,,,26,27,,27.45640519
35,26,26,26.4,,,,,26,26,,26.23069031
33,27,26,26.2,,,,,23,26,,26.1708885
33,26,25,26.2,,,,,24,24,,24.13727213
33,25,32,25.5,,,,,27,24,,23.98871008
34,26,29,30.1,,,,,28,26,,26.41482286
33,25,28,29.9,,,,,29,28,,27.82631729
33,25,27,28.3,,,,,28,29,,28.84297711
33,24,26,27.5,,,,,29,28,,28.34901152
34,24,30,26.4,,,,,30,29,,28.83519926
35,24,30,29.1,,,,,31,30,,29.75113936
34,24,31,30,,,,,30,31,,30.74811258
34,23,26,30.8,,,,,30,30,,30.27403471
34,24,26,27.5,,,,,30,30,,30.04302342
33,23,26,26.2,,,,,26,30,,30.01876976
34,25,23,26.2,,,,,25,27,,27.25230746
34,25,24,24.1,,,,,26,25,,25.48205743
34,25,27,24,,,,,25,26,,25.95716764
35,25,28,26.4,,,,,27,25,,25.48973091
34,24,29,27.8,,,,,28,27,,26.64651416
34,25,28,28.8,,,,,28,28,,27.85229533
34,25,29,28.3,,,,,28,28,,28.11973595
34,24,30,28.8,,,,,,,,
35,23,31,29.8,,,,,,,,
35,25,30,30.7,,,,,,,,
33,24,30,30.3,,,,,,,,
33,24,30,30,,,,,,,,
35,24,26,30,,,,,,,,
33,24,25,27.3,,,,,,,,
33,24,26,25.5,,,,,,,,
33,23,25,26,,,,,,,,
34,24,27,25.5,,,,,,,,
34,24,28,26.6,,,,,,,,
35,26,28,27.9,,,,,,,,
34,25,28,28.1,,,,,,,,
34,22,27,28.1,,,,,,,,
34,22,28,27.4,,,,,,,,
34,23,26,27.9,,,,,,,,
34,23,28,26.7,,,,,,,,
34,24,30,27.6,,,,,,,,
34,23,30,29.5,,,,,,,,
33,22,29,30,,,,,,,,
33,22,30,29.3,,,,,,,,
33,22,30,29.8,,,,,,,,
34,22,30,30,,,,,,,,
33,26,31,30,,,,,,,,
33,26,31,30.7,,,,,,,,
34,25,32,31,,,,,,,,
34,25,33,31.7,,,,,,,,
32,24,32,32.6,,,,,,,,
33,25,31,32.2,,,,,,,,
34,23,29,31.2,,,,,,,,
34,24,30,29.6,,,,,,,,
33,23,32,29.8,,,,,,,,
32,23,31,31.4,,,,,,,,
33,23,31,31.2,,,,,,,,
33,23,32,31,,,,,,,,
32,23,33,31.7,,,,,,,,
33,22,30,32.6,,,,,,,,
31,21,29,30.8,,,,,,,,
32,21,29,29.3,,,,,,,,
33,23,28,29.1,,,,,,,,
33,24,29,28.4,,,,,,,,
31,23,30,28.8,,,,,,,,
33,21,30,29.8,,,,,,,,
31,21,31,30,,,,,,,,
31,22,29,30.7,,,,,,,,
31,23,30,29.6,,,,,,,,
31,22,30,29.8,,,,,,,,
31,22,30,30.1,,,,,,,,
31,22,30,30,,,,,,,,
32,21,29,30.1,1.052366194,1.107474606,1.052366194,,,,,
31,21,29,29.3,0.310438543,0.096372089,0.310438543,,,,,
31,21,31,29.1,-1.906609805,3.635160949,1.906609805,,,,,
30,20,34,30.4,-3.554160273,12.63205524,3.554160273,,,,,
29,18,36,33.1,-2.893052119,8.369750565,2.893052119,,,,,
29,18,35,35.2,0.234985345,0.055218113,0.234985345,,,,,
30,19,33,35.1,2.104377295,4.428403801,2.104377295,,,,,
30,20,32,33.4,1.394025802,1.943307936,1.394025802,,,,,
30,21,31,32.2,1.230206599,1.513408276,1.230206599,,,,,
29,22,31,31.2,0.220321065,0.048541372,0.220321065,,,,,
29,22,31,31,0.013420517,0.00018011,0.013420517,,,,,
30,21,32,31,-1.038223753,1.077908562,1.038223753,,,,,
30,19,32,31.7,-0.288462707,0.083210733,0.288462707,,,,,
31,19,32,31.9,-0.078733675,0.006198992,0.078733675,,,,,
29,21,32,32,-0.030132354,0.000907959,0.030132354,,,,,
29,21,34,31.9,-2.079518838,4.324398597,2.079518838,,,,,
28,19,32.4,33.4,0.964864333,0.930963182,0.964864333,,,,,
30,21,32,32.7,0.725265551,0.52601012,0.725265551,,,,,
29,18,32,32.1,0.064795829,0.004198499,0.064795829,,,,,
30,20,31,31.9,0.928788507,0.862648092,0.928788507,,,,,
30,20,31.5,31.3,-0.23502976,0.055238988,0.23502976,,,,,
31,20,32.4,31.3,-1.083385359,1.173723835,1.083385359,,,,,
30,20,32.6,32.1,-0.484533721,0.234772927,0.484533721,,,,,
30,20,32,32.4,0.448792419,0.201414636,0.448792419,,,,,
29,20,33,32.1,-0.878666269,0.772054413,0.878666269,,,,,
28,19,34,32.6,-1.379143454,1.902036668,1.379143454,,,,,
26,19,32,33.6,1.624732269,2.639754947,1.624732269,,,,,
25,17,33,32.4,-0.555843079,0.308961529,0.555843079,,,,,
27,18,32,32.7,0.658752061,0.433954278,0.658752061,,,,,
29,18,32.2,32.2,-0.007585529,5.75E-05,0.007585529,,,,,
27,19,32,32.1,0.09515866,0.009055171,0.09515866,,,,,
28,19,33.2,32,-1.212232427,1.469507457,1.212232427,,,,,
29,18,33,32.8,-0.209113078,0.043728279,0.209113078,,,,,
29,21,33.7,32.9,-0.750361287,0.563042061,0.750361287,,,,,
28,21,33.7,33.4,-0.304594859,0.092778028,0.304594859,,,,,
29,20,33.6,33.6,-0.029133299,0.000848749,0.029133299,,,,,
28,20,34,33.5,-0.494537773,0.244567609,0.494537773,,,,,
27,18,34,33.8,-0.245843406,0.06043898,0.245843406,,,,,
29,18,34,33.9,-0.136579841,0.018654053,0.136579841,,,,,
30,20,35.2,33.9,-1.342414974,1.802077964,1.342414974,,,,,
32,21,34,34.7,0.699545684,0.489364165,0.699545684,,,,,
31,23,34.4,34.2,-0.226002304,0.051077042,0.226002304,,,,,
31,22,34.6,34.1,-0.46567577,0.216853922,0.46567577,,,,,
31,22,34.8,34.4,-0.410744591,0.168711119,0.410744591,,,,,
30,21,35,34.6,-0.431857348,0.186500769,0.431857348,,,,,
29,21,33.7,34.8,1.072938035,1.151196026,1.072938035,,,,,
27,21,34.2,33.9,-0.295195382,0.087140313,0.295195382,,,,,
26,19,33.5,33.9,0.425052195,0.180669368,0.425052195,,,,,
27,17,34,33.6,-0.438203161,0.19202201,0.438203161,,,,,
30,19,34.4,33.7,-0.669530052,0.44827049,0.669530052,,,,,
31,21,33.5,34.1,0.640279291,0.40995757,0.640279291,,,,,
29,19,35,33.6,-1.383729645,1.91470773,1.383729645,,,,,
29,19,34.2,34.4,0.224247534,0.050286956,0.224247534,,,,,
30,21,33.8,34.3,0.467895274,0.218925988,0.467895274,,,,,
29,20,34,33.8,-0.237255962,0.056290391,0.237255962,,,,,
28,19,35,33.8,-1.182232068,1.397672664,1.182232068,,,,,
31,19,34.8,34.5,-0.251629769,0.063317541,0.251629769,,,,,
33,20,34.4,34.7,0.290839508,0.084587619,0.290839508,,,,,
33,23,34.5,34.3,-0.165691542,0.027453687,0.165691542,,,,,
33,23,34,34.3,0.325509351,0.105956337,0.325509351,,,,,
34,23,34.2,34,-0.221790294,0.049190935,0.221790294,,,,,
33,22,33.7,34,0.311008179,0.096726087,0.311008179,,,,,
33,23,34.2,33.7,-0.507493926,0.257550085,0.507493926,,,,,
32,21,34,33.9,-0.068715386,0.004721804,0.068715386,,,,,
33,22,33.2,33.9,0.704181531,0.495871628,0.704181531,,,,,
34,23,34.5,33.3,-1.189444599,1.414778453,1.189444599,,,,,
33,24,33.7,34,0.290307541,0.084278469,0.290307541,,,,,
31,21,34,33.8,-0.204220821,0.041706144,0.204220821,,,,,
29,20,34.4,33.8,-0.634624273,0.402747968,0.634624273,,,,,
28,19,34.6,34.2,-0.442702489,0.195985494,0.442702489,,,,,
28,18,34.8,34.4,-0.434323264,0.188636697,0.434323264,,,,,
28,19,35,34.6,-0.407690848,0.166211828,0.407690848,,,,,
32,20,34.7,34.7,0.048201301,0.002323365,0.048201301,,,,,
34,23,34.2,34.6,0.427215099,0.182512741,0.427215099,,,,,
30,22,34.2,34.2,-0.037442299,0.001401926,0.037442299,,,,,
29,20,35,34.1,-0.929802351,0.864532412,0.929802351,,,,,
27,19,34.8,34.6,-0.208887428,0.043633958,0.208887428,,,,,
29,19,35.2,34.7,-0.500501336,0.250501588,0.500501336,,,,,
31,19,35.2,34.9,-0.316550027,0.10020392,0.316550027,,,,,
31,20,35,35,0.03260733,0.001063238,0.03260733,,,,,
30,21,35.7,34.8,-0.85341981,0.728325373,0.85341981,,,,,
32,21,31,35.3,4.328927884,18.73961662,4.328927884,,,,,
35,23,31.4,32.2,0.790545011,0.624961414,0.790545011,,,,,
34,23,26,31.3,5.274194023,27.81712259,5.274194023,,,,,
34,22,29,27.6,-1.399784045,1.959395372,1.399784045,,,,,
32,22,31.5,28.3,-3.218181572,10.35669263,3.218181572,,,,,
33,22,31.8,30.8,-0.965300048,0.931804184,0.965300048,,,,,
33,22,33,31.7,-1.336591455,1.786476717,1.336591455,,,,,
34,23,30,32.6,2.604076246,6.781213096,2.604076246,,,,,
33,24,33,30.8,-2.199079996,4.835952827,2.199079996,,,,,
34,23,33,32.1,-0.87613097,0.767605477,0.87613097,,,,,
34,23,33,32.9,-0.090685873,0.008223928,0.090685873,,,,,
37,25,32,32.9,0.89648998,0.803694285,0.89648998,,,,,
38,25,32.4,32.2,-0.18788917,0.03530234,0.18788917,,,,,
36,23,32.2,32.2,0.01497397,0.00022422,0.01497397,,,,,
34,23,32,32.2,0.199372054,0.039749216,0.199372054,,,,,
35,25,29,32,2.986409807,8.918643533,2.986409807,,,,,
35,25,31.1,29.9,-1.235516365,1.526500688,1.235516365,,,,,
32,24,30.8,30.5,-0.282527456,0.079821763,0.282527456,,,,,
32,24,32,30.9,-1.099891638,1.209761616,1.099891638,,,,,
35,24,33,31.6,-1.39390501,1.942971178,1.39390501,,,,,
36,25,31.8,32.7,0.873088369,0.7622833,0.873088369,,,,,
33,25,32.8,32,-0.76165646,0.580120563,0.76165646,,,,,
32,25,32,32.5,0.475712381,0.22630227,0.475712381,,,,,
31,25,33,32.1,-0.868286615,0.753921647,0.868286615,,,,,
32,23,33.2,32.7,-0.537781747,0.289209207,0.537781747,,,,,
32,23,33.2,33,-0.174544348,0.030465729,0.174544348,,,,,
33,23,33,33.1,0.111815805,0.012502774,0.111815805,,,,,
32,24,34,32.9,-1.062466542,1.128835152,1.062466542,,,,,
32,24,32.2,33.6,1.416832846,2.007415314,1.416832846,,,,,
32,25,31.6,32.6,0.991714019,0.983496694,0.991714019,,,,,
32,24,31.2,31.7,0.527088502,0.277822288,0.527088502,,,,,
32,25,31.2,31.3,0.073451283,0.005395091,0.073451283,,,,,
34,24,27,31.2,4.188081079,17.54002312,4.188081079,,,,,
36,26,27,28.2,1.242903709,1.544809629,1.242903709,,,,,
35,26,28.7,27.2,-1.546182658,2.390680811,1.546182658,,,,,
33,27,30.8,28.3,-2.452715751,6.015814553,2.452715751,,,,,
34,26,29.8,30.2,0.449717263,0.202245616,0.449717263,,,,,
32,27,30.8,30.1,-0.694495812,0.482324434,0.694495812,,,,,
35,27,31.5,30.5,-0.973675617,0.948044208,0.973675617,,,,,
35,27,32.2,31.3,-0.902636995,0.814753545,0.902636995,,,,,
34,27,32.4,31.9,-0.456888325,0.208746942,0.456888325,,,,,
33,25,29.6,32.3,2.690289293,7.237656481,2.690289293,,,,,
32,25,30.5,30.4,-0.137459129,0.018895012,0.137459129,,,,,
34,25,28,30.3,2.280873955,5.202385997,2.280873955,,,,,
34,26,26.2,28.8,2.562500452,6.566408567,2.562500452,,,,,
35,26,28.4,26.9,-1.542817522,2.380285905,1.542817522,,,,,
34,26,,,,1.650180233,0.874927048,,,,,
32,25,,,0,1.650180233,,,,,,
32,25,,,0,,,,,,,
32,25,,,,,,,,,,
31,25,,,,,,,,,,
32,24,,,,,,,,,,
31,25,,,,,,,,,,
31,26,,,,,,,,,,
31,26,,,,,,,,,,
31,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
33,26,,,,,,,,,,
32,26,,,,,,,,,,
31,26,,,,,,,,,,
32,26,,,,,,,,,,
33,26,,,,,,,,,,
32,26,,,,,,,,,,
32,25,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,25,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
32,27,,,,,,,,,,
32,28,,,,,,,,,,
32,28,,,,,,,,,,
30,27,,,,,,,,,,
31,28,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
32,28,,,,,,,,,,
31,27,,,,,,,,,,
32,27,,,,,,,,,,
34,28,,,,,,,,,,
32,28,,,,,,,,,,
32,28,,,,,,,,,,
32,28,,,,,,,,,,
32,28,,,,,,,,,,
30,28,,,,,,,,,,
31,27,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
31,27,,,,,,,,,,
30,27,,,,,,,,,,
31,27,,,,,,,,,,
